Snoring Range,Respiration Rate,Body Temperature,Limb Movment Rate,Blood Oxygen,Eye Movement,Number Of Hours Sleep,Heart Rate,Stress Level
68,29,87.0077692958351,5,90,90,6,62,1
79,23,87.99358729634152,5,90,79,7,69,1
55,16,89.7906101560672,8,94,95,7,68,1
69,17,90.47373402355214,9,93,80,8,69,1
71,16,91.65693834525871,4,91,84,8,60,1
61,29,96.01112300721786,5,92,82,8,63,1
73,28,92.67684853451355,6,92,100,8,61,1
68,28,89.44334914884823,6,90,91,6,65,1
58,24,98.90269832394927,9,94,101,8,61,1
58,29,95.89344897593656,8,93,90,7,67,1
56,24,87.29663777542815,7,93,77,6,61,1
51,19,85.08510830173849,6,91,64,6,69,1
57,19,85.91804843708407,8,92,91,7,65,1
58,23,98.46023229719339,6,92,62,6,61,1
68,20,98.65813009524926,9,94,78,8,68,1
54,22,90.27250647457987,5,92,98,7,69,1
63,21,90.61461303597186,6,91,67,7,62,1
74,21,86.8362116134387,5,90,100,8,62,1
64,28,87.57013080214098,6,90,80,6,60,1
54,16,87.19198486852495,7,93,100,6,67,1
69,25,91.16039086437911,8,92,81,8,63,1
78,16,89.37459287565676,9,93,75,7,63,1
69,16,86.48718246519861,8,90,61,8,69,1
62,23,90.1295324521061,4,90,100,6,61,1
61,16,90.19313154153882,4,92,91,7,62,1
79,16,94.35326791073848,5,91,92,8,67,1
65,17,87.86992361487398,4,91,66,6,66,1
68,19,95.33155445484597,9,94,70,8,60,1
79,28,90.17306323704973,9,91,63,7,61,1
68,26,85.28062219249722,8,94,71,8,60,1
67,27,92.56228715747115,4,93,93,8,69,1
60,24,94.5190869534896,9,90,62,7,69,1
55,20,88.78259844973137,7,92,98,7,68,1
73,26,92.08765631574433,5,94,77,7,60,1
54,18,90.71489449881068,6,91,102,8,67,1
78,22,96.49774362514334,5,94,93,6,60,1
59,20,87.56541430472952,7,91,71,8,66,1
51,29,86.05986164780657,4,92,98,6,62,1
74,20,87.80392811324117,5,91,80,7,66,1
72,18,88.43657549255117,9,92,83,6,67,1
70,22,93.56391198763947,4,90,74,8,66,1
55,16,94.53287569350331,6,91,102,8,69,1
76,28,95.86621732714897,4,92,80,6,63,1
61,17,86.5822232754913,9,91,64,7,68,1
58,27,86.97841186589575,4,90,85,7,68,1
69,16,90.82818129697468,5,93,100,6,68,1
73,16,88.77110533412689,9,93,104,8,60,1
78,16,92.34816703427944,7,90,79,8,68,1
63,21,88.44776125682034,8,92,68,6,62,1
62,20,90.14268454291705,4,94,73,6,66,1
59,29,86.0144127372348,7,93,84,7,67,1
51,26,91.54301902376811,4,93,70,8,67,1
58,16,96.61012343653867,5,94,72,6,66,1
71,19,93.58681154363634,6,91,82,6,61,1
66,27,90.25320800696699,5,92,72,8,64,1
53,27,98.09428773439586,7,94,88,8,64,1
52,22,97.26233001695876,9,93,89,6,66,1
58,17,98.66821379725818,8,91,68,6,61,1
53,26,94.54563873924295,5,90,74,7,66,1
56,28,89.30504609685077,4,93,96,7,68,1
66,18,92.87093379204623,4,94,78,7,68,1
58,25,85.30755466661358,8,90,86,8,63,1
66,21,94.35352779757031,6,91,79,8,69,1
59,18,91.55281689272144,6,93,63,7,60,1
75,21,90.2783134228469,4,93,68,7,60,1
73,20,88.41394290466742,7,93,66,6,65,1
63,22,86.88770422004634,4,94,93,8,60,1
55,22,92.66089301305296,9,93,84,7,60,1
59,27,93.24479584113175,9,92,62,6,65,1
55,19,91.54253099013351,8,91,78,8,61,1
50,23,95.90832850403271,4,90,101,6,69,1
63,28,97.06241254819729,6,93,71,6,61,1
76,17,86.06374214488048,9,91,68,6,69,1
57,28,97.68043421034548,8,94,92,7,62,1
79,16,90.15692065089122,7,90,78,8,66,1
71,17,85.52000237045591,4,93,63,6,65,1
67,23,97.42233146757651,8,94,94,7,66,1
62,23,92.16583126432567,9,91,94,6,69,1
52,23,93.62625153724737,4,91,62,6,65,1
67,24,88.2789776536602,9,93,95,8,65,1
68,23,96.57760328861207,6,90,83,7,69,1
59,16,94.96432343345846,9,90,74,8,67,1
68,18,92.17582886754211,9,90,97,7,63,1
65,21,90.1137312596131,8,94,83,8,64,1
52,17,94.64231173270372,7,94,72,7,69,1
63,16,98.74754900881383,9,91,87,8,61,1
71,28,91.56623032543331,5,94,94,6,66,1
78,20,90.91715225718677,6,90,63,7,69,1
60,27,96.88775725581714,6,94,71,6,67,1
69,23,89.50492441831963,9,94,101,8,66,1
65,17,93.34749598212917,9,92,76,6,65,1
66,29,96.92984164170683,5,93,65,8,64,1
63,16,96.50854178687112,4,91,69,6,66,1
73,22,98.76899239936684,6,90,75,8,62,1
75,20,94.6135275534215,4,91,75,8,61,1
79,21,85.16458083169805,8,94,103,8,61,1
73,20,97.50170792517834,4,91,97,8,60,1
53,28,97.16217454472078,8,90,85,7,68,1
56,19,85.57417495835276,9,90,103,8,60,1
53,19,86.64864173637231,7,91,93,8,69,1
63,21,92.13252852728604,5,93,89,6,69,1
76,29,90.74011276007025,6,92,64,8,66,1
79,24,89.39057218685016,4,94,77,8,64,1
67,17,87.65219853927299,5,92,76,6,62,1
72,17,98.20344149470924,7,92,83,7,60,1
50,29,86.41933478791695,9,94,69,7,66,1
51,22,95.59775708552439,6,91,82,7,64,1
69,22,98.17782971267594,8,90,91,6,65,1
77,29,91.04194772196021,6,92,87,7,62,1
53,18,92.70498503155507,4,90,64,7,64,1
59,17,97.46908873715542,8,91,96,7,66,1
73,23,95.65470121279877,7,91,104,8,60,1
55,20,86.78634829246148,6,90,73,6,61,1
67,25,87.49734604289766,6,93,68,7,61,1
71,17,87.57342606952137,4,90,64,8,60,1
67,28,87.49667169444827,6,93,78,7,61,1
57,21,85.84387882621144,6,93,78,6,66,1
77,29,87.149730884563,4,91,103,7,60,1
68,25,97.93154201563706,4,94,100,6,68,1
52,18,98.06984567803528,9,94,94,8,61,1
76,22,90.83510326912871,7,92,78,6,69,1
52,28,91.48949476894147,7,90,88,7,64,1
54,16,92.33603128162622,9,93,90,6,63,1
63,27,90.7069298692031,5,91,72,6,62,1
52,18,85.33474211125647,8,91,65,7,61,1
69,20,93.63275466838948,9,92,62,6,62,1
58,22,97.51176250172426,6,90,87,6,66,1
74,26,89.223197495714,8,91,71,6,68,1
70,26,95.21834716391105,9,93,91,6,61,1
59,20,86.31536632754162,7,94,65,6,64,1
77,21,90.56127642164999,7,91,95,8,67,1
72,16,88.3667600343395,7,91,98,6,67,1
56,28,90.71468846349894,6,90,78,7,61,1
53,17,97.72031762917152,6,93,103,8,66,1
54,20,91.9023630433498,9,94,84,8,65,1
62,22,95.77972071192013,7,94,67,8,66,1
71,28,88.20977651445646,4,90,80,8,61,1
55,23,92.4864740706735,8,92,89,7,63,1
76,21,90.02178330486848,8,93,93,8,60,1
72,18,86.65608024225612,9,90,74,6,64,1
68,18,88.6083679064298,4,92,80,8,63,1
56,22,93.54918263192461,8,92,63,8,61,1
53,24,88.9485533492177,7,94,98,7,68,1
77,22,89.11990011761,4,94,91,6,69,1
58,16,97.42486019764848,9,94,74,6,62,1
68,17,87.31648462574275,6,93,62,6,65,1
58,25,90.24731018285203,7,90,88,8,68,1
73,19,98.08382033432227,9,90,94,7,60,1
70,29,86.62698777093532,5,91,77,6,62,1
59,16,94.12867918622685,7,90,75,6,65,1
74,28,88.60853129274466,8,92,65,8,68,1
77,27,92.63546786448826,6,90,79,6,68,1
70,23,97.96285389218542,6,92,76,7,63,1
66,23,92.80269307861298,8,93,73,7,63,1
50,29,90.60783856644348,6,90,100,7,68,1
78,21,88.4325225357867,6,93,66,7,67,1
62,26,89.43307614309693,5,90,83,7,67,1
71,28,93.5325035024629,4,91,78,8,60,1
61,27,85.81986762633072,7,93,69,7,63,1
65,29,92.96172604094888,7,90,91,8,69,1
71,28,93.71123969817519,8,90,66,6,69,1
52,29,89.82538048512819,4,93,73,6,65,1
51,28,95.21014416604339,8,91,99,6,65,1
73,29,89.40261969527457,4,92,92,8,66,1
74,23,85.23594290191423,7,91,87,6,69,1
78,24,98.8737485910888,8,92,63,7,60,1
71,25,91.30326109828988,4,94,61,6,62,1
60,22,98.46014703090646,4,90,92,6,63,1
73,28,97.28741112800792,7,90,92,7,68,1
76,16,93.20058755926178,4,90,77,8,69,1
71,29,91.29661666624419,5,92,98,8,60,1
73,27,98.5750197960047,9,90,86,8,63,1
55,18,85.29402628121133,9,90,84,8,61,1
66,16,96.51295660687668,4,93,90,6,69,1
63,18,92.62809281387197,8,94,99,7,69,1
54,18,87.07149711741991,4,91,84,6,67,1
51,19,96.37767297071682,9,91,61,7,60,1
78,21,89.27353985083495,5,92,98,7,68,1
58,23,89.66341139510504,5,91,79,6,67,1
63,28,88.6446628433315,4,94,72,6,61,1
57,16,91.4505662743107,8,90,89,7,66,1
74,24,97.60171296603515,6,92,98,7,62,1
55,29,90.72181960207678,6,94,98,7,69,1
50,29,91.18154989417894,7,91,92,8,61,1
52,19,89.41893998200642,8,90,73,7,67,1
68,26,92.52877958566258,4,94,62,7,69,1
74,20,91.64647885697921,9,93,81,7,65,1
65,28,95.60784006477903,7,90,92,8,65,1
55,23,93.1720378921008,6,94,74,6,68,1
61,24,97.93488208375648,6,92,67,8,67,1
77,25,85.13864185301426,6,92,66,8,67,1
56,20,88.27144034045106,5,93,88,7,64,1
66,27,91.50303820152273,7,93,103,8,67,1
71,26,92.5434839119937,8,94,100,7,60,1
75,28,94.11375980574023,9,90,97,7,60,1
61,23,91.88330357734282,8,91,67,8,61,1
69,25,97.67739070694904,7,94,82,7,61,1
77,21,96.05229539945364,7,90,69,7,68,1
63,18,87.55049705451857,9,91,86,6,60,1
78,28,97.57565090129212,9,92,66,7,66,1
72,22,89.78948805608653,8,93,61,6,61,1
57,21,95.91517034325773,5,91,68,6,62,1
59,16,85.05549823037582,9,91,79,7,68,1
51,29,91.82343293835919,7,92,92,7,65,1
61,21,90.22088689944687,4,93,71,8,62,1
73,16,87.04741922745612,7,93,90,6,65,1
55,21,98.69329780965256,6,90,103,6,68,1
53,23,88.87063441655012,6,93,79,6,64,1
63,16,85.98451748207955,6,90,66,8,69,1
53,22,97.94781614050842,8,94,70,8,61,1
60,17,86.03084695935443,5,93,77,6,63,1
75,16,87.5040406228949,7,94,103,6,68,1
67,28,93.30141344372727,9,91,60,7,65,1
76,26,98.47703403265768,9,93,69,7,64,1
67,20,92.6565447549689,4,92,77,8,65,1
79,27,90.89066285900512,9,91,73,7,66,1
76,20,87.38043195903525,5,90,80,8,68,1
70,24,87.82689900987936,9,92,88,6,69,1
55,25,85.73142009262382,8,93,104,6,69,1
55,19,92.00492313366328,7,90,88,8,67,1
56,17,98.33970297365947,5,90,71,7,60,1
59,19,94.16110753192477,4,91,92,6,68,1
69,21,91.71450190495003,8,92,94,6,62,1
70,28,96.64251040992379,6,93,61,6,66,1
52,25,88.40853574415665,4,92,61,7,61,1
66,28,94.55943016898874,9,92,89,8,63,1
58,21,94.32270376648069,7,94,83,6,61,1
64,16,89.3152836414022,6,94,77,7,69,1
76,27,97.12647625065145,4,90,74,7,66,1
59,25,85.725688262882,5,93,64,7,62,1
56,23,85.30468506635115,5,90,74,7,64,1
73,21,85.4405167115924,9,91,63,8,69,1
73,26,85.85986338787596,8,92,104,6,67,1
79,17,87.22545380139007,8,94,80,8,63,1
62,17,94.14707648000116,7,93,73,6,68,1
56,20,94.98732276372961,6,90,96,8,65,1
73,26,91.3062842096523,5,92,66,6,67,1
74,25,95.94470401773549,5,90,75,8,61,1
51,18,86.26103169456866,5,92,92,6,69,1
79,19,87.89565510536313,8,90,104,8,62,1
53,16,93.78249953223357,5,94,74,7,69,1
54,26,92.33180403302984,4,94,81,6,64,1
69,28,97.96242887735352,9,91,69,7,66,1
54,28,90.39662962649948,6,90,81,7,69,1
77,16,94.91872942143499,4,91,89,6,64,1
62,22,85.12556313522917,8,93,76,8,65,1
56,29,95.28200236977789,7,94,90,7,68,1
62,28,90.56546564069926,4,93,104,8,60,1
75,17,89.9482438874753,7,91,86,7,65,1
72,17,85.96378957548224,8,90,91,7,68,1
50,27,87.88104377789578,8,94,72,6,67,1
74,22,86.8351422311082,4,93,82,8,66,1
58,16,85.05011883775506,8,91,87,7,66,1
75,18,88.21770752943445,5,94,71,6,61,1
52,23,91.78470523081312,4,93,79,6,69,1
66,26,96.36545234085517,4,93,72,6,68,1
67,27,98.10290770234784,9,91,65,6,67,1
77,16,93.92248788810242,5,94,96,7,67,1
72,25,92.83143306001055,8,90,94,8,64,1
53,20,96.33081532134239,9,92,61,7,61,1
64,17,94.23102179030094,4,93,64,8,64,1
59,26,96.90678432593917,4,94,89,8,64,1
64,22,92.1866347252372,5,92,78,8,66,1
73,24,97.52598048548317,4,94,62,7,66,1
62,26,94.9335603459747,9,90,64,7,66,1
69,22,94.42862718224632,8,90,60,8,66,1
60,16,98.69980788810189,7,92,98,7,65,1
69,25,96.33653705620766,8,94,98,6,60,1
60,26,88.86484688490035,5,90,93,6,62,1
63,20,91.70218012726161,8,93,84,8,67,1
73,26,87.20141095229621,5,91,100,7,65,1
72,18,90.3880451900932,6,92,99,7,63,1
59,26,94.62858573873588,7,94,79,7,65,1
67,16,98.74012075197992,4,94,72,7,65,1
75,17,89.41475948219329,9,94,62,7,66,1
64,28,87.35296482814653,4,94,64,6,69,1
61,18,91.83030128956293,8,94,88,6,63,1
51,17,94.86883776214628,4,92,60,6,68,1
74,22,97.32861458047803,9,93,104,8,60,1
68,23,98.40253777040627,6,94,70,7,69,1
63,23,93.82972418781269,7,91,90,6,66,1
55,24,91.10895893487583,7,90,86,8,62,1
78,18,88.01388976901671,4,92,102,6,64,1
54,22,85.49276727625937,6,94,80,6,61,1
59,24,97.78623935088333,4,93,64,7,68,1
59,23,87.6224851992853,9,90,88,6,63,1
54,22,88.00131556105998,5,93,91,8,62,1
66,22,87.78664917754222,8,90,74,7,63,1
64,19,85.33341271770864,5,92,87,7,69,1
66,20,95.63468176019006,6,91,89,7,60,1
51,18,85.84843593872326,5,92,104,6,67,1
68,18,90.70084719980936,8,91,96,8,67,1
68,27,90.85657239151894,8,91,85,7,60,1
69,23,98.2926463555693,5,94,96,6,69,1
70,20,93.94032622461631,7,91,80,7,64,1
56,25,85.54905377004897,5,90,73,8,63,1
67,28,89.07680455641514,6,94,65,7,63,1
59,25,90.69921443019521,6,94,83,7,69,1
79,22,94.75035678813124,9,91,98,7,65,1
53,26,98.73394289592028,4,90,86,6,67,1
76,20,91.69570793634789,6,92,82,7,69,1
57,17,90.83119899126979,9,92,77,6,63,1
50,29,89.23761693687334,8,90,88,8,65,1
50,17,97.63774568968225,4,90,89,6,69,1
54,16,94.34456171086596,9,93,60,8,62,1
50,22,94.97172487924234,6,94,68,8,64,1
67,26,95.99058332498795,4,94,73,8,65,1
50,18,87.59152123986573,8,94,79,6,67,1
51,18,97.71431565001902,7,91,89,7,67,1
68,28,93.4016383103994,9,90,80,7,61,1
66,17,90.1582968020619,6,90,66,8,60,1
51,22,89.35635300490411,8,94,88,6,64,1
60,16,98.8322219715775,7,92,81,8,67,1
73,28,97.14670446905477,7,90,71,8,60,1
67,19,95.48361326904977,5,94,85,7,60,1
67,20,85.64011907223482,6,90,88,7,64,1
58,17,93.82455925538132,7,94,85,6,66,1
78,29,86.96562786507516,5,92,64,6,69,1
57,28,85.6001838216594,4,93,71,6,67,1
56,27,89.40347703015405,8,90,70,6,64,1
75,23,90.69770015778053,7,93,93,7,66,1
70,16,96.47555198114281,9,90,77,8,63,1
60,17,87.57158116514694,4,93,61,6,69,1
75,19,88.02034683587955,5,90,91,7,69,1
50,21,98.67601583152153,6,91,66,6,69,1
68,23,89.48790831201939,9,94,72,7,68,1
76,16,92.32273511726153,9,91,89,6,68,1
74,25,86.70375748212163,6,93,65,7,69,1
56,16,85.14969607113882,6,94,67,7,68,1
74,23,94.80812085071987,7,93,79,8,66,1
74,20,91.37481511248274,7,92,65,7,60,1
75,23,87.53624260950562,9,91,60,8,60,1
52,23,87.78632759874273,6,92,64,7,69,1
75,22,94.33411498360752,8,91,79,7,60,1
70,25,90.1833266641098,8,93,89,8,68,1
55,25,85.20940292105591,6,90,87,6,67,1
70,18,87.51471072033394,8,93,104,7,63,1
77,22,98.72818828428755,8,90,73,6,62,1
64,24,89.40390531138172,9,92,85,6,68,1
72,25,92.51230055955129,9,91,79,8,60,1
74,29,90.8399384700908,7,91,62,7,67,1
69,27,94.26364206221844,5,94,98,8,62,1
68,21,86.31871766314877,5,90,67,8,69,1
53,22,95.20150307685073,7,92,102,8,66,1
62,20,95.2192234589603,8,94,94,7,60,1
50,17,91.8038567289692,9,93,75,8,69,1
76,25,98.5077973761854,6,91,73,6,62,1
72,19,95.16335609020194,9,92,85,7,67,1
67,17,89.77117561057581,5,93,68,7,62,1
65,26,94.56036549693331,4,90,61,8,61,1
52,21,86.10869654320969,8,94,63,6,69,1
54,24,95.70144905083913,6,93,103,8,69,1
72,27,97.16096472808557,6,94,83,6,67,1
66,23,90.98134817880447,6,94,83,8,61,1
76,28,92.1672104903853,9,91,62,8,69,1
57,23,97.98106846033451,9,92,71,6,61,1
76,23,88.71584720466099,8,94,97,7,69,1
76,17,89.40281696708517,4,93,82,7,65,1
67,25,92.27217278191077,6,94,74,8,66,1
59,24,90.56318864997314,6,94,73,7,69,1
66,17,96.4897724858642,9,91,67,8,68,1
72,18,98.66127768100387,5,93,62,6,63,1
69,19,94.26510119767784,7,94,72,8,63,1
75,29,92.76966961612928,6,94,69,8,69,1
58,26,97.7827330327425,4,93,78,8,66,1
60,18,94.67151644627731,8,93,83,7,65,1
60,18,92.82345972681527,8,93,92,8,61,1
71,16,90.58618313112383,9,90,77,7,68,1
71,24,85.30922116016382,5,94,95,8,64,1
61,18,97.52796314103195,4,91,100,7,64,1
70,18,95.33018507615493,9,94,88,6,67,1
66,18,89.33885435667514,6,91,68,6,62,1
70,29,89.73342723127347,7,91,95,6,67,1
74,26,97.47972596924586,6,94,94,8,68,1
68,21,94.23118965673676,9,92,93,7,64,1
62,23,94.23211001751727,4,92,73,6,63,1
72,19,85.62432150171995,7,93,64,8,60,1
70,18,91.15376390078536,9,91,95,6,60,1
61,17,94.24427242863291,4,90,63,6,67,1
74,28,94.59251313587544,6,90,97,8,65,1
58,22,86.81988216357983,6,93,72,8,65,1
59,24,85.90757882942695,5,92,92,8,60,1
70,16,89.36716865171633,9,93,93,6,66,1
61,27,98.3880140099445,7,93,81,8,68,1
57,19,98.22680696061495,8,92,87,7,67,1
61,21,94.9927751714868,4,90,82,7,63,1
76,29,94.64496379896065,6,94,99,7,65,1
65,25,89.1176728851093,4,90,85,6,66,1
77,25,90.84087016914776,6,94,99,6,69,1
65,24,88.13422787559936,9,90,97,6,68,1
53,28,89.43767005733899,9,94,73,7,67,1
54,16,98.68542947234722,8,94,98,7,69,1
71,29,97.51358954935753,5,92,89,6,68,1
57,21,85.94868558944397,4,90,93,8,67,1
55,22,92.97567220249971,7,91,65,7,68,1
68,28,85.75886431508407,9,90,94,8,62,1
72,28,98.35790113056966,5,91,70,6,67,1
78,21,92.31777112814915,4,90,95,7,60,1
66,26,95.77698902162581,6,93,88,6,66,1
55,28,96.51141196168835,7,90,92,8,68,1
64,19,93.50568472462756,4,90,79,6,65,1
69,16,98.95915563854858,6,94,90,8,62,1
68,19,94.73296761360939,5,92,81,8,64,1
55,24,85.05595026356308,5,94,97,7,60,1
72,29,89.36371822252977,5,93,76,7,67,1
61,20,90.83317449361451,5,90,92,7,61,1
71,21,86.91883747324236,6,94,75,6,60,1
57,24,91.0243273378328,8,94,89,8,60,1
61,26,91.1098987127138,5,91,100,6,60,1
53,18,91.6509196603491,6,94,103,8,69,1
63,28,85.47911786497309,6,90,60,7,62,1
69,20,90.41415522293809,8,93,92,8,68,1
53,28,93.4854127146838,8,90,89,7,61,1
74,27,88.79809130589166,4,90,72,7,64,1
63,22,92.2617115540843,4,91,73,7,64,1
71,18,96.0589923798508,4,91,62,8,63,1
58,24,93.96851102537295,6,91,62,7,68,1
57,22,85.42672228510672,4,90,91,8,63,1
66,29,98.85855171508538,7,90,92,7,67,1
76,26,92.26999549072099,8,90,92,7,63,1
52,29,90.47672748580042,8,92,98,8,66,1
73,18,90.29206938490361,7,91,102,6,68,1
52,27,85.03149065295291,8,92,74,8,66,1
63,27,88.07609785155105,7,92,74,6,66,1
69,19,86.37925048655944,5,91,90,8,66,1
65,26,90.36145674158058,7,91,81,6,69,1
73,29,91.35158853907456,6,90,93,8,64,1
73,17,95.22855083786826,4,93,76,6,66,1
74,17,96.24751188680838,7,94,73,8,66,1
65,20,87.28732891132107,5,94,65,6,66,1
56,29,89.49786141625653,5,92,101,8,64,1
66,27,85.88395863402883,5,91,80,6,67,1
53,23,94.42719512265754,8,92,68,7,60,1
56,24,92.57038813399386,9,92,96,8,66,1
70,21,87.28821108902585,5,92,96,8,65,1
59,29,95.22438065072957,9,92,84,7,62,1
68,20,97.5499778297748,6,92,64,7,61,1
58,29,94.7582799271091,8,92,64,6,63,1
79,28,86.98715039820031,9,92,86,6,62,1
60,28,93.41317978167403,6,91,80,8,63,1
70,16,90.81002752243198,6,94,96,7,69,1
69,25,90.68200663851282,6,92,69,8,69,1
67,24,89.36849470647036,6,94,67,7,63,1
62,29,95.57949631947993,6,92,104,6,62,1
75,26,94.68845668993339,5,92,104,6,65,1
58,25,89.63273964001507,6,90,84,8,68,1
54,18,85.08609049083,8,91,95,6,61,1
74,20,91.01163177659618,4,93,75,8,62,1
62,16,97.80892378472646,9,91,104,8,64,1
77,22,96.24274146513864,7,91,66,8,62,1
65,25,93.41856545123748,5,92,100,6,67,1
59,18,97.42791054400011,7,91,92,6,60,1
56,24,97.85601613756947,4,90,69,6,68,1
60,20,87.52236111559282,4,93,97,8,66,1
55,19,85.1075048520504,5,92,89,6,61,1
50,19,90.47261976304769,4,90,69,8,63,1
54,22,97.41363276244387,6,92,60,6,64,1
60,29,92.02803371326782,8,93,103,7,68,1
50,27,94.51743920751979,6,90,79,7,61,1
65,21,85.62661781220017,9,92,82,8,60,1
51,18,95.5832555641262,8,90,92,7,65,1
70,20,94.87087283915982,9,91,99,7,66,1
75,21,98.61282083573244,7,92,95,7,68,1
51,19,87.07586711500176,8,92,99,7,60,1
64,22,92.19358197210089,8,94,82,7,65,1
64,17,86.47937979736352,5,93,83,8,69,1
74,29,95.51304254450031,9,90,103,7,66,1
53,20,86.36296758902094,7,92,68,8,65,1
73,20,93.91611691222529,5,91,74,6,67,1
78,19,89.67183645369897,9,94,99,8,68,1
70,17,92.34724136936255,6,93,95,8,62,1
50,21,92.25043915635516,8,93,63,8,63,1
71,21,88.1952405353329,5,92,62,6,66,1
59,17,97.91544824476541,8,92,79,8,65,1
53,21,87.14165837345706,4,91,85,8,63,1
53,19,87.94483797224558,8,91,96,6,62,1
59,18,88.43750945339556,9,93,77,8,61,1
71,23,87.55381282022995,6,91,68,8,61,1
57,17,85.0105131080648,6,93,75,7,63,1
75,23,88.19598243673921,4,92,91,8,64,1
57,16,89.03506325804418,8,93,72,7,67,1
76,29,88.52019781620642,6,92,76,8,67,1
55,28,97.33844891476475,7,92,74,8,69,1
73,16,88.04186517328931,4,93,92,6,65,1
67,27,90.99336906429424,5,92,96,6,66,1
76,24,90.84028832562255,5,94,101,8,64,1
73,19,97.13390358880083,8,93,91,7,62,1
64,18,94.87923230118336,7,90,71,7,62,1
76,23,96.95796908774795,8,90,91,7,60,1
53,22,90.1091094926974,5,94,94,8,63,1
67,22,90.38281189627278,7,93,86,7,61,1
55,20,94.37323722511618,6,90,62,6,68,1
60,27,85.89937274642833,6,90,90,6,61,1
71,16,97.55047316143958,4,91,100,7,67,1
62,20,94.59352730428756,6,93,74,8,66,1
77,21,90.03012493558346,5,93,88,8,60,1
76,19,87.33791457628726,8,91,85,7,64,1
54,18,98.0840496852122,5,94,98,8,68,1
73,28,94.08209164415497,4,91,80,6,64,1
71,17,86.40293957218513,9,91,96,7,63,1
57,20,88.54010938476112,5,90,95,8,60,1
50,24,92.49625566139473,5,92,73,6,67,1
67,26,88.96816926182257,8,90,73,6,62,1
70,21,92.08698979980628,4,90,98,7,66,1
60,23,86.70648704841253,5,94,83,8,66,1
55,19,85.24947976833234,9,91,92,8,67,1
52,21,87.59319638387745,4,93,93,6,60,1
74,23,87.98748799060033,6,94,75,6,64,1
77,17,94.49544862767152,8,90,83,8,62,1
60,22,94.20728149017292,5,91,78,8,60,1
69,26,92.3200099185033,4,90,81,8,63,1
54,16,88.99006253405656,5,94,71,7,63,1
67,19,88.58032347614261,6,94,80,6,68,1
63,23,95.2351891829771,9,92,101,8,62,1
72,24,87.62930480519341,9,94,75,8,69,1
76,18,97.36905817628563,5,92,84,8,64,1
64,23,93.59428942472466,5,90,76,6,63,1
66,18,86.8241960390735,5,93,71,6,64,1
73,23,97.49781226050976,9,93,96,7,69,1
57,19,85.37574380926539,5,92,81,8,63,1
65,16,90.76056105044961,4,90,65,6,65,1
61,29,87.3265254757402,4,91,75,7,61,1
71,25,95.2825141507747,9,92,94,6,62,1
68,24,86.18689996030417,6,93,62,8,65,1
74,26,97.71131581702002,9,91,83,6,66,1
77,21,89.56143567232827,9,93,86,7,65,1
67,27,98.43684788145968,7,93,62,8,62,1
55,27,89.61283506815366,6,91,88,8,64,1
52,17,87.0771835641221,9,91,67,8,67,1
50,25,87.92177603859686,5,92,81,6,69,1
60,27,98.29062141919077,6,93,102,6,61,1
76,23,85.87869326233466,6,91,74,6,65,1
51,25,94.24610692904405,9,94,63,7,60,1
61,19,97.22313455842125,4,94,92,8,66,1
65,16,88.2194121771828,7,91,64,8,60,1
55,19,88.59267515246924,5,90,78,6,65,1
71,28,87.2936337889761,9,93,82,6,63,1
61,29,89.68667790964675,5,93,80,8,67,1
79,24,86.75684522154422,7,90,103,8,61,1
50,17,88.18363878868323,8,91,60,7,61,1
73,21,93.10335449240826,4,92,84,7,63,1
60,20,96.70461317289943,9,94,63,6,64,1
56,19,91.73776141861758,9,94,103,6,63,1
77,24,87.67132756690397,5,92,76,6,65,1
52,24,89.93495778503244,6,91,82,6,64,1
72,25,90.04950441175082,4,92,70,6,65,1
57,25,86.85505987245763,5,92,79,6,60,1
54,24,92.57581572757218,8,90,74,8,69,1
64,19,87.50363110193862,9,93,66,8,66,1
59,21,85.01487608573355,4,92,64,8,60,1
57,18,97.88223501770071,9,90,90,6,65,1
50,29,95.66379185801308,9,92,87,7,63,1
76,23,90.9101513516833,6,91,89,7,65,1
56,18,87.12929351817762,5,90,92,8,65,1
71,19,96.4384841492788,7,92,78,6,68,1
67,19,88.01771348758993,8,92,79,6,64,1
52,25,95.88232065554456,8,91,93,7,67,1
65,27,93.57691013437469,4,94,74,7,69,1
74,27,98.76278049075249,9,91,76,6,63,1
64,26,93.65877886993384,6,92,93,7,63,1
69,18,88.55165270615052,4,94,101,6,67,1
50,20,97.60100754314935,7,93,80,8,69,1
73,26,85.39061513577435,4,92,101,8,66,1
73,25,85.6068885990362,7,91,87,6,64,1
60,20,86.62530468423743,6,94,64,6,61,1
54,21,96.97394313880551,7,92,60,8,63,1
58,29,86.60143297959179,8,94,96,8,64,1
56,25,85.14513473082523,8,93,96,7,64,1
73,26,98.79353547105195,8,93,80,6,69,1
76,26,89.0360737278827,9,90,69,6,62,1
78,27,97.47274099613105,4,91,64,6,62,1
75,25,87.19714595746436,6,94,96,8,61,1
63,17,90.95118402495957,5,94,97,7,63,1
74,19,90.35622401819867,4,91,68,7,62,1
56,19,96.65342884620652,4,93,65,7,60,1
76,28,87.66440017908116,9,94,92,8,63,1
66,19,93.1183910892984,5,92,60,6,60,1
70,25,93.00414806092968,7,90,71,7,66,1
65,28,89.88889039644873,9,91,64,6,61,1
76,16,91.6666877066558,6,93,62,7,65,1
